date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrol,month,year,anomaly
2025-07-01,Uttar Pradesh,Kanpur Nagar,208002,132,162,13,307,7,2025,-1
2025-07-01,Assam,Tinsukia,786182,65,92,16,173,7,2025,-1
2025-07-01,Gujarat,Kachchh,370001,295,138,13,446,7,2025,-1
2025-07-01,Bihar,Sitamarhi,843330,90,242,263,595,7,2025,-1
2025-07-01,Uttar Pradesh,Kheri,261506,215,254,14,483,7,2025,-1
2025-07-01,Bihar,Sitamarhi,843331,406,388,33,827,7,2025,-1
2025-07-01,Assam,Dibrugarh,786012,49,12,14,75,7,2025,-1
2025-07-01,West Bengal,24 Paraganas South,743347,364,104,22,490,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,562106,113,34,11,158,7,2025,-1
2025-07-01,Uttar Pradesh,Pilibhit,262122,563,608,17,1188,7,2025,-1
2025-07-01,Tamil Nadu,Chennai,600119,87,63,12,162,7,2025,-1
2025-07-01,Gujarat,Dohad,389190,245,356,29,630,7,2025,-1
2025-07-01,Gujarat,Surendranagar,363030,152,43,19,214,7,2025,-1
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,201306,363,434,33,830,7,2025,-1
2025-07-01,Madhya Pradesh,Morena,476221,631,492,18,1141,7,2025,-1
2025-07-01,Maharashtra,Thane,421503,361,322,27,710,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271841,158,190,10,358,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271802,174,197,11,382,7,2025,-1
2025-07-01,Maharashtra,Jalgaon,425301,161,56,10,227,7,2025,-1
2025-07-01,Maharashtra,Mumbai,400022,114,92,12,218,7,2025,-1
2025-07-01,Bihar,Purbi Champaran,845304,185,292,26,503,7,2025,-1
2025-07-01,West Bengal,Alipurduar,735208,13,16,10,39,7,2025,-1
2025-07-01,Gujarat,Banas Kantha,385550,251,255,18,524,7,2025,-1
2025-07-01,Assam,Tinsukia,786156,114,76,120,310,7,2025,-1
2025-07-01,Gujarat,Porbandar,360579,84,33,17,134,7,2025,-1
2025-07-01,Gujarat,Botad,364750,170,79,10,259,7,2025,-1
2025-07-01,Bihar,Sitamarhi,843319,179,125,10,314,7,2025,-1
2025-07-01,Gujarat,Amreli,364515,128,34,15,177,7,2025,-1
2025-07-01,Maharashtra,Hingoli,431701,349,93,13,455,7,2025,-1
2025-07-01,Gujarat,Rajkot,360004,335,124,31,490,7,2025,-1
2025-07-01,Uttar Pradesh,Kheri,262701,374,370,12,756,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560037,121,137,142,400,7,2025,-1
2025-07-01,Assam,Karimganj,788806,166,83,19,268,7,2025,-1
2025-07-01,Uttar Pradesh,Shravasti,271831,425,669,24,1118,7,2025,-1
2025-07-01,Madhya Pradesh,Morena,476111,529,533,25,1087,7,2025,-1
2025-07-01,Uttar Pradesh,Lucknow,226001,212,199,13,424,7,2025,-1
2025-07-01,Madhya Pradesh,Bhind,477445,174,231,31,436,7,2025,-1
2025-07-01,Gujarat,Banas Kantha,385565,319,329,35,683,7,2025,-1
2025-07-01,West Bengal,Jalpaiguri,735206,10,49,10,69,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793005,25,135,88,248,7,2025,-1
2025-07-01,Odisha,Nabarangpur,764074,327,103,12,442,7,2025,-1
2025-07-01,Madhya Pradesh,Indore,452001,994,432,41,1467,7,2025,-1
2025-07-01,Gujarat,Sabar Kantha,383205,99,41,15,155,7,2025,-1
2025-07-01,Karnataka,Ramanagara,562160,168,24,12,204,7,2025,-1
2025-07-01,Bihar,Nalanda,805130,156,650,25,831,7,2025,-1
2025-07-01,Uttar Pradesh,Etah,207244,267,238,10,515,7,2025,-1
2025-07-01,Madhya Pradesh,Bhind,477001,499,262,23,784,7,2025,-1
2025-07-01,Nagaland,Wokha,797111,40,191,17,248,7,2025,-1
2025-07-01,Punjab,Patiala,147001,766,237,18,1021,7,2025,-1
2025-07-01,West Bengal,Darjeeling,734013,43,23,21,87,7,2025,-1
2025-07-01,Maharashtra,Mumbai Suburban,400074,148,64,12,224,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793009,12,113,110,235,7,2025,-1
2025-07-01,Maharashtra,Nandurbar,425432,344,195,16,555,7,2025,-1
2025-07-01,Assam,Jorhat,785636,63,13,17,93,7,2025,-1
2025-07-01,West Bengal,24 Paraganas North,743249,76,62,17,155,7,2025,-1
2025-07-01,Maharashtra,Hingoli,431705,371,116,31,518,7,2025,-1
2025-07-01,Uttar Pradesh,Ghaziabad,201204,249,194,10,453,7,2025,-1
2025-07-01,Jharkhand,West Singhbhum,833201,320,440,16,776,7,2025,-1
2025-07-01,Tripura,Sepahijala,799102,166,144,15,325,7,2025,-1
2025-07-01,Punjab,Ludhiana,141010,168,148,24,340,7,2025,-1
2025-07-01,Mizoram,Lunglei,796770,83,32,20,135,7,2025,-1
2025-07-01,Assam,West Karbi Anglong,782485,62,79,44,185,7,2025,-1
2025-07-01,Uttar Pradesh,Mainpuri,206301,124,294,11,429,7,2025,-1
2025-07-01,Delhi,Central Delhi,110054,103,33,10,146,7,2025,-1
2025-07-01,Madhya Pradesh,Morena,476115,548,429,53,1030,7,2025,-1
2025-07-01,Bihar,Gaya,824236,109,606,14,729,7,2025,-1
2025-07-01,Meghalaya,East Garo Hills,794110,32,236,190,458,7,2025,-1
2025-07-01,Maharashtra,Nagpur,440024,244,70,13,327,7,2025,-1
2025-07-01,Assam,Dibrugarh,785675,125,61,42,228,7,2025,-1
2025-07-01,Punjab,Kapurthala,144401,146,35,40,221,7,2025,-1
2025-07-01,West Bengal,Jalpaiguri,735202,59,119,21,199,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793017,18,64,43,125,7,2025,-1
2025-07-01,Bihar,Nawada,805103,84,459,16,559,7,2025,-1
2025-07-01,Chhattisgarh,Bijapur,494444,656,238,184,1078,7,2025,-1
2025-07-01,Uttar Pradesh,Mainpuri,205262,248,383,10,641,7,2025,-1
2025-07-01,Telangana,Hyderabad,500053,936,250,15,1201,7,2025,-1
2025-07-01,Gujarat,Ahmedabad,382440,144,273,17,434,7,2025,-1
2025-07-01,Assam,Kamrup,781103,136,25,14,175,7,2025,-1
2025-07-01,Punjab,Amritsar,143001,1293,400,24,1717,7,2025,-1
2025-07-01,Rajasthan,Karauli,322230,612,323,11,946,7,2025,-1
2025-07-01,Assam,Dibrugarh,786101,130,36,30,196,7,2025,-1
2025-07-01,Meghalaya,West Jaintia Hills,793109,18,113,118,249,7,2025,-1
2025-07-01,Uttar Pradesh,Fatehpur,212663,115,130,11,256,7,2025,-1
2025-07-01,Bihar,Samastipur,848101,513,488,13,1014,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560008,78,42,26,146,7,2025,-1
2025-07-01,Assam,Kamrup Metro,781038,26,27,11,64,7,2025,-1
2025-07-01,Maharashtra,Dhule,424304,263,240,37,540,7,2025,-1
2025-07-01,Maharashtra,Nagpur,440017,412,86,14,512,7,2025,-1
2025-07-01,Madhya Pradesh,Katni,483501,441,264,12,717,7,2025,-1
2025-07-01,Telangana,Hyderabad,500028,580,190,22,792,7,2025,-1
2025-07-01,Bihar,Sitamarhi,843332,197,249,34,480,7,2025,-1
2025-07-01,Assam,Dhubri,783331,437,189,12,638,7,2025,-1
2025-07-01,Nagaland,Zunheboto,798620,48,277,24,349,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793015,46,325,424,795,7,2025,-1
2025-07-01,Telangana,Hyderabad,500024,205,87,10,302,7,2025,-1
2025-07-01,Maharashtra,Mumbai Suburban,400072,495,364,23,882,7,2025,-1
2025-07-01,Punjab,Ludhiana,141008,385,224,30,639,7,2025,-1
2025-07-01,Jharkhand,Dumka,814119,61,117,10,188,7,2025,-1
2025-07-01,Maharashtra,Dhule,425428,209,144,14,367,7,2025,-1
2025-07-01,Madhya Pradesh,Indore,452002,522,260,33,815,7,2025,-1
2025-07-01,Assam,Kamrup Metro,782403,80,15,13,108,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560092,52,26,32,110,7,2025,-1
2025-07-01,Gujarat,Navsari,396445,191,47,19,257,7,2025,-1
2025-07-01,Assam,Lakhimpur,784161,56,15,13,84,7,2025,-1
2025-07-01,Uttar Pradesh,Ayodhya,224001,262,324,17,603,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271851,287,309,22,618,7,2025,-1
2025-07-01,Uttar Pradesh,Kheri,262802,386,653,18,1057,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793111,71,276,131,478,7,2025,-1
2025-07-01,Jharkhand,Pakur,816107,994,1023,11,2028,7,2025,-1
2025-07-01,Gujarat,Ahmadabad,380015,135,89,15,239,7,2025,-1
2025-07-01,Meghalaya,South Garo Hills,794102,29,168,200,397,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560041,81,38,13,132,7,2025,-1
2025-07-01,Delhi,South Delhi,110017,199,83,23,305,7,2025,-1
2025-07-01,Haryana,Gurugram,122004,150,42,10,202,7,2025,-1
2025-07-01,Assam,Lakhimpur,787032,78,72,51,201,7,2025,-1
2025-07-01,Gujarat,Jamnagar,361012,76,35,10,121,7,2025,-1
2025-07-01,Assam,Karimganj,788720,474,205,11,690,7,2025,-1
2025-07-01,West Bengal,Darjeeling,734427,42,84,11,137,7,2025,-1
2025-07-01,Gujarat,Mahesana,382715,282,96,21,399,7,2025,-1
2025-07-01,Assam,Kamrup,781380,114,37,20,171,7,2025,-1
2025-07-01,Madhya Pradesh,Barwani,451551,533,598,103,1234,7,2025,-1
2025-07-01,Uttar Pradesh,Gorakhpur,273001,145,341,34,520,7,2025,-1
2025-07-01,Maharashtra,Mumbai Suburban,400071,186,95,20,301,7,2025,-1
2025-07-01,Uttar Pradesh,Siddharth Nagar,272206,448,683,57,1188,7,2025,-1
2025-07-01,Gujarat,Devbhumi Dwarka,361305,213,108,19,340,7,2025,-1
2025-07-01,Assam,Marigaon,782410,492,152,61,705,7,2025,-1
2025-07-01,Madhya Pradesh,Indore,452016,730,396,10,1136,7,2025,-1
2025-07-01,Gujarat,Dohad,389172,321,304,23,648,7,2025,-1
2025-07-01,Bihar,Pashchim Champaran,845453,265,420,19,704,7,2025,-1
2025-07-01,Assam,Tinsukia,786150,17,12,44,73,7,2025,-1
2025-07-01,Madhya Pradesh,Morena,476224,423,320,14,757,7,2025,-1
2025-07-01,Madhya Pradesh,Dewas,455227,544,292,13,849,7,2025,-1
2025-07-01,Bihar,Patna,800001,124,527,10,661,7,2025,-1
2025-07-01,Uttar Pradesh,Kanpur Nagar,209402,83,196,12,291,7,2025,-1
2025-07-01,Gujarat,Dohad,389380,225,174,20,419,7,2025,-1
2025-07-01,Gujarat,Kheda,387620,235,150,24,409,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560076,253,154,52,459,7,2025,-1
2025-07-01,Uttar Pradesh,Hardoi,241402,462,830,11,1303,7,2025,-1
2025-07-01,Uttar Pradesh,Firozabad,283203,1940,1040,10,2990,7,2025,-1
2025-07-01,Gujarat,Rajkot,360050,166,115,11,292,7,2025,-1
2025-07-01,Bihar,Pashchim Champaran,845455,372,684,39,1095,7,2025,-1
2025-07-01,Madhya Pradesh,Jhabua,457779,388,669,28,1085,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560099,127,92,22,241,7,2025,-1
2025-07-01,Gujarat,Bhavnagar,364001,428,86,14,528,7,2025,-1
2025-07-01,Assam,Karimganj,788724,247,165,39,451,7,2025,-1
2025-07-01,Assam,Sonitpur,784110,418,133,25,576,7,2025,-1
2025-07-01,Gujarat,Ahmadabad,382330,321,197,15,533,7,2025,-1
2025-07-01,Madhya Pradesh,Guna,473222,637,423,12,1072,7,2025,-1
2025-07-01,Uttar Pradesh,Kheri,262906,87,107,13,207,7,2025,-1
2025-07-01,Assam,Sonitpur,784507,223,146,85,454,7,2025,-1
2025-07-01,Gujarat,Anand,387115,88,28,12,128,7,2025,-1
2025-07-01,Assam,Hailakandi,788163,331,173,10,514,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793008,24,127,104,255,7,2025,-1
2025-07-01,Delhi,North West Delhi,110034,372,126,16,514,7,2025,-1
2025-07-01,Uttar Pradesh,Varanasi,221007,435,434,12,881,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793006,41,86,54,181,7,2025,-1
2025-07-01,Maharashtra,Sangli,416413,125,85,12,222,7,2025,-1
2025-07-01,Punjab,S.A.S Nagar,140301,300,89,34,423,7,2025,-1
2025-07-01,West Bengal,Jalpaiguri,735135,149,128,23,300,7,2025,-1
2025-07-01,Jharkhand,East Singhbum,831002,457,300,12,769,7,2025,-1
2025-07-01,Madhya Pradesh,Gwalior,475001,135,125,12,272,7,2025,-1
2025-07-01,Meghalaya,Ri Bhoi,793103,35,262,248,545,7,2025,-1
2025-07-01,Delhi,East Delhi,110092,792,290,43,1125,7,2025,-1
2025-07-01,Maharashtra,Thane,421306,385,304,10,699,7,2025,-1
2025-07-01,Uttar Pradesh,Azamgarh,276305,171,522,15,708,7,2025,-1
2025-07-01,Gujarat,Dohad,389140,122,286,21,429,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560103,62,76,45,183,7,2025,-1
2025-07-01,Madhya Pradesh,Khandwa,450001,586,233,12,831,7,2025,-1
2025-07-01,Assam,Golaghat,785612,121,134,92,347,7,2025,-1
2025-07-01,West Bengal,Nadia,741501,111,43,26,180,7,2025,-1
2025-07-01,Maharashtra,Mumbai Suburban,400076,69,24,18,111,7,2025,-1
2025-07-01,Bihar,Nalanda,803101,278,937,12,1227,7,2025,-1
2025-07-01,Gujarat,Surat,395003,226,112,10,348,7,2025,-1
2025-07-01,Delhi,East Delhi,110091,527,214,12,753,7,2025,-1
2025-07-01,Maharashtra,Pune,412211,78,36,14,128,7,2025,-1
2025-07-01,Assam,Jorhat,785108,45,24,14,83,7,2025,-1
2025-07-01,Jharkhand,Khunti,835210,146,196,14,356,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560017,47,49,16,112,7,2025,-1
2025-07-01,Punjab,Ludhiana,141012,88,39,11,138,7,2025,-1
2025-07-01,Uttar Pradesh,Bareilly,243503,562,530,14,1106,7,2025,-1
2025-07-01,Gujarat,Gandhinagar,382735,53,10,13,76,7,2025,-1
2025-07-01,Assam,Dibrugarh,786010,156,34,31,221,7,2025,-1
2025-07-01,Madhya Pradesh,Ashoknagar,473101,509,248,20,777,7,2025,-1
2025-07-01,Assam,Bongaigaon,783391,236,51,16,303,7,2025,-1
2025-07-01,Assam,Golaghat,785603,111,54,73,238,7,2025,-1
2025-07-01,Assam,Golaghat,785703,52,28,12,92,7,2025,-1
2025-07-01,Uttar Pradesh,Sambhal,244301,339,200,11,550,7,2025,-1
2025-07-01,Tamil Nadu,Chennai,600115,58,40,10,108,7,2025,-1
2025-07-01,Assam,Barpeta,781315,409,166,34,609,7,2025,-1
2025-07-01,Gujarat,Amreli,365601,195,20,12,227,7,2025,-1
2025-07-01,Uttar Pradesh,Barabanki,225305,637,414,17,1068,7,2025,-1
2025-07-01,Rajasthan,Jaipur,302012,840,338,11,1189,7,2025,-1
2025-07-01,Madhya Pradesh,Gwalior,475110,363,518,32,913,7,2025,-1
2025-07-01,Assam,Golaghat,785705,372,66,42,480,7,2025,-1
2025-07-01,Rajasthan,Bharatpur,321203,320,274,11,605,7,2025,-1
2025-07-01,Maharashtra,Mumbai,400037,336,227,11,574,7,2025,-1
2025-07-01,West Bengal,24 Paraganas North,700124,71,49,15,135,7,2025,-1
2025-07-01,Gujarat,Anand,388307,78,26,12,116,7,2025,-1
2025-07-01,Rajasthan,Chittorgarh,312901,210,214,16,440,7,2025,-1
2025-07-01,Bihar,Araria,854336,166,108,14,288,7,2025,-1
2025-07-01,Uttar Pradesh,Hardoi,241124,716,809,16,1541,7,2025,-1
2025-07-01,Maharashtra,Pune,411023,103,26,12,141,7,2025,-1
2025-07-01,Andhra Pradesh,Spsr Nellore,524004,176,102,18,296,7,2025,-1
2025-07-01,Uttar Pradesh,Banda,210121,401,753,11,1165,7,2025,-1
2025-07-01,Madhya Pradesh,Chhatarpur,471405,334,468,30,832,7,2025,-1
2025-07-01,Assam,Karimganj,788709,94,73,17,184,7,2025,-1
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,201310,192,326,31,549,7,2025,-1
2025-07-01,Maharashtra,Nashik,422003,475,261,13,749,7,2025,-1
2025-07-01,Gujarat,Chhotaudepur,391150,129,151,32,312,7,2025,-1
2025-07-01,Madhya Pradesh,Chhatarpur,471501,249,257,10,516,7,2025,-1
2025-07-01,Delhi,South West Delhi,110045,468,207,29,704,7,2025,-1
2025-07-01,Uttar Pradesh,Maharajganj,273162,304,668,13,985,7,2025,-1
2025-07-01,Gujarat,Banas Kantha,385560,60,59,10,129,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560064,311,119,65,495,7,2025,-1
2025-07-01,Meghalaya,West Jaintia Hills,793151,56,374,283,713,7,2025,-1
2025-07-01,Uttar Pradesh,Mathura,281121,133,151,10,294,7,2025,-1
2025-07-01,West Bengal,24 Paraganas North,743235,103,65,18,186,7,2025,-1
2025-07-01,Assam,Jorhat,785006,39,24,16,79,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271865,404,830,102,1336,7,2025,-1
2025-07-01,Gujarat,Panch Mahals,389001,389,191,24,604,7,2025,-1
2025-07-01,Maharashtra,Pune,411028,269,134,13,416,7,2025,-1
2025-07-01,Assam,Lakhimpur,784160,359,86,38,483,7,2025,-1
2025-07-01,Haryana,Gurugram,122002,107,46,46,199,7,2025,-1
2025-07-01,Maharashtra,Pune,411038,278,66,19,363,7,2025,-1
2025-07-01,Meghalaya,South West Khasi Hills,793114,108,192,225,525,7,2025,-1
2025-07-01,Uttar Pradesh,Azamgarh,276404,276,428,11,715,7,2025,-1
2025-07-01,Uttar Pradesh,Meerut,250344,88,145,17,250,7,2025,-1
2025-07-01,Gujarat,Banas Kantha,385130,75,105,10,190,7,2025,-1
2025-07-01,Assam,Hojai,782435,598,181,11,790,7,2025,-1
2025-07-01,Delhi,New Delhi,110057,58,23,19,100,7,2025,-1
2025-07-01,Maharashtra,Jalgaon,425002,260,74,12,346,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793014,10,39,16,65,7,2025,-1
2025-07-01,Uttar Pradesh,Aligarh,250611,269,464,20,753,7,2025,-1
2025-07-01,Madhya Pradesh,Satna,485001,488,121,20,629,7,2025,-1
2025-07-01,Karnataka,Bidar,585437,107,52,10,169,7,2025,-1
2025-07-01,Uttar Pradesh,Meerut,250001,690,575,10,1275,7,2025,-1
2025-07-01,Gujarat,Sabar Kantha,383255,70,135,21,226,7,2025,-1
2025-07-01,Gujarat,Bhavnagar,364310,118,20,11,149,7,2025,-1
2025-07-01,Gujarat,Ahmedabad,387810,253,116,19,388,7,2025,-1
2025-07-01,Gujarat,Kachchh,370410,47,10,12,69,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271881,121,328,59,508,7,2025,-1
2025-07-01,Uttar Pradesh,Maharajganj,273164,233,715,32,980,7,2025,-1
2025-07-01,Uttar Pradesh,Agra,283110,328,308,16,652,7,2025,-1
2025-07-01,Rajasthan,Tonk,304001,635,332,19,986,7,2025,-1
2025-07-01,Madhya Pradesh,Vidisha,464001,544,212,21,777,7,2025,-1
2025-07-01,Delhi,New Delhi,110021,61,33,34,128,7,2025,-1
2025-07-01,Assam,Dhemaji,787061,126,62,26,214,7,2025,-1
2025-07-01,Gujarat,Ahmadabad,382421,116,68,12,196,7,2025,-1
2025-07-01,Assam,Marigaon,782105,236,131,35,402,7,2025,-1
2025-07-01,Assam,Jorhat,785616,49,19,17,85,7,2025,-1
2025-07-01,Uttar Pradesh,Hardoi,241123,633,853,10,1496,7,2025,-1
2025-07-01,West Bengal,Nadia,741222,107,122,15,244,7,2025,-1
2025-07-01,Assam,Kamrup,781136,592,160,50,802,7,2025,-1
2025-07-01,Uttar Pradesh,Gonda,271504,172,236,21,429,7,2025,-1
2025-07-01,Uttar Pradesh,Prayagraj,221505,274,222,10,506,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560032,318,106,30,454,7,2025,-1
2025-07-01,Assam,Kamrup,781122,84,26,13,123,7,2025,-1
2025-07-01,Maharashtra,Beed,431124,214,86,10,310,7,2025,-1
2025-07-01,Arunachal Pradesh,Longding,792131,46,322,33,401,7,2025,-1
2025-07-01,Gujarat,Sabar Kantha,383001,240,104,37,381,7,2025,-1
2025-07-01,Uttar Pradesh,Jhansi,284304,78,76,13,167,7,2025,-1
2025-07-01,Gujarat,Banas Kantha,385555,144,130,15,289,7,2025,-1
2025-07-01,Madhya Pradesh,Chhatarpur,471625,152,240,17,409,7,2025,-1
2025-07-01,West Bengal,24 Paraganas North,743287,30,27,29,86,7,2025,-1
2025-07-01,Assam,Karimganj,788726,61,27,11,99,7,2025,-1
2025-07-01,West Bengal,Darjeeling,734008,20,32,12,64,7,2025,-1
2025-07-01,Gujarat,Rajkot,360370,236,54,23,313,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560035,105,97,83,285,7,2025,-1
2025-07-01,Rajasthan,Chittorgarh,312022,311,275,11,597,7,2025,-1
2025-07-01,Gujarat,Gir Somnath,362275,168,52,17,237,7,2025,-1
2025-07-01,Madhya Pradesh,Morena,476001,954,695,37,1686,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793010,11,105,51,167,7,2025,-1
2025-07-01,Sikkim,West Sikkim,737111,48,108,15,171,7,2025,-1
2025-07-01,Uttar Pradesh,Prayagraj,211003,229,318,13,560,7,2025,-1
2025-07-01,Uttar Pradesh,Chandauli,232104,244,394,10,648,7,2025,-1
2025-07-01,Assam,Hailakandi,788165,75,26,16,117,7,2025,-1
2025-07-01,Maharashtra,Hingoli,431512,548,153,13,714,7,2025,-1
2025-07-01,Uttar Pradesh,Azamgarh,276304,118,299,12,429,7,2025,-1
2025-07-01,Uttar Pradesh,Maharajganj,273305,139,263,22,424,7,2025,-1
2025-07-01,Bihar,Gaya,823003,125,854,25,1004,7,2025,-1
2025-07-01,Delhi,North East Delhi,110094,1826,1029,19,2874,7,2025,-1
2025-07-01,Madhya Pradesh,Bhind,477557,333,178,23,534,7,2025,-1
2025-07-01,Maharashtra,Nashik,423212,251,134,18,403,7,2025,-1
2025-07-01,Mizoram,Lawngtlai,796891,240,59,31,330,7,2025,-1
2025-07-01,Gujarat,Morbi,363641,742,298,51,1091,7,2025,-1
2025-07-01,West Bengal,Howrah,711101,149,200,12,361,7,2025,-1
2025-07-01,West Bengal,Kalimpong,734301,78,77,34,189,7,2025,-1
2025-07-01,Madhya Pradesh,Betul,460330,257,130,24,411,7,2025,-1
2025-07-01,Bihar,Munger,811213,241,445,13,699,7,2025,-1
2025-07-01,Sikkim,South Sikkim,737121,100,147,13,260,7,2025,-1
2025-07-01,Assam,Dhemaji,787034,71,40,44,155,7,2025,-1
2025-07-01,Uttar Pradesh,Budaun,243635,346,416,10,772,7,2025,-1
2025-07-01,Uttar Pradesh,Hardoi,241204,726,404,18,1148,7,2025,-1
2025-07-01,Punjab,Ludhiana,141002,78,20,12,110,7,2025,-1
2025-07-01,Maharashtra,Mumbai Suburban,400088,189,81,11,281,7,2025,-1
2025-07-01,Maharashtra,Dhule,424305,158,126,15,299,7,2025,-1
2025-07-01,Uttar Pradesh,Barabanki,225306,167,100,12,279,7,2025,-1
2025-07-01,Gujarat,Banas Kantha,385001,517,378,47,942,7,2025,-1
2025-07-01,Maharashtra,Pune,411048,350,239,11,600,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271824,121,180,13,314,7,2025,-1
2025-07-01,Assam,Baksa,781344,41,21,11,73,7,2025,-1
2025-07-01,Gujarat,Chhotaudepur,391160,167,154,45,366,7,2025,-1
2025-07-01,Assam,Goalpara,783134,51,64,61,176,7,2025,-1
2025-07-01,Gujarat,Dohad,389154,119,415,32,566,7,2025,-1
2025-07-01,Assam,Cachar,788802,140,34,15,189,7,2025,-1
2025-07-01,Maharashtra,Pune,411045,158,49,18,225,7,2025,-1
2025-07-01,Haryana,Gurugram,122001,676,248,47,971,7,2025,-1
2025-07-01,Maharashtra,Pune,411014,280,114,17,411,7,2025,-1
2025-07-01,Meghalaya,West Khasi Hills,793120,155,602,324,1081,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560093,52,30,32,114,7,2025,-1
2025-07-01,Uttar Pradesh,Bulandshahr,203131,604,749,11,1364,7,2025,-1
2025-07-01,Bihar,Banka,813108,148,269,11,428,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560010,106,48,24,178,7,2025,-1
2025-07-01,Karnataka,Bengaluru Urban,560061,199,97,20,316,7,2025,-1
2025-07-01,Maharashtra,Solapur,413307,201,87,12,300,7,2025,-1
2025-07-01,Assam,Lakhimpur,787056,43,43,57,143,7,2025,-1
2025-07-01,Assam,Golaghat,785613,56,58,20,134,7,2025,-1
2025-07-01,Chhattisgarh,Raigarh,496116,420,99,10,529,7,2025,-1
2025-07-01,Uttar Pradesh,Varanasi,221112,69,83,10,162,7,2025,-1
2025-07-01,Gujarat,Morbi,363330,330,255,22,607,7,2025,-1
2025-07-01,Delhi,South Delhi,110030,231,105,21,357,7,2025,-1
2025-07-01,Jharkhand,Giridih,815312,566,535,14,1115,7,2025,-1
2025-07-01,Maharashtra,Akola,444101,390,205,42,637,7,2025,-1
2025-07-01,West Bengal,Coochbehar,736165,174,84,32,290,7,2025,-1
2025-07-01,Meghalaya,West Khasi Hills,793119,287,1396,855,2538,7,2025,-1
2025-07-01,Jharkhand,Gumla,835227,199,175,12,386,7,2025,-1
2025-07-01,Gujarat,Ahmadabad,380001,419,214,10,643,7,2025,-1
2025-07-01,Uttar Pradesh,Agra,283101,112,195,15,322,7,2025,-1
2025-07-01,Karnataka,Bengaluru Rural,560067,217,121,122,460,7,2025,-1
2025-07-01,West Bengal,24 Paraganas North,700119,116,132,13,261,7,2025,-1
2025-07-01,Uttar Pradesh,Bahraich,271801,500,734,49,1283,7,2025,-1
2025-07-01,Punjab,Ludhiana,141001,384,196,24,604,7,2025,-1
2025-07-01,Karnataka,Bengaluru Rural,560049,227,103,70,400,7,2025,-1
2025-07-01,Nagaland,Dimapur,797115,49,93,12,154,7,2025,-1
2025-07-01,Uttar Pradesh,Sultanpur,222302,143,247,11,401,7,2025,-1
2025-07-01,Madhya Pradesh,Chhatarpur,471606,76,171,16,263,7,2025,-1
2025-07-01,Bihar,Nawada,805123,56,309,24,389,7,2025,-1
2025-07-01,Uttar Pradesh,Sitapur,261001,682,669,17,1368,7,2025,-1
2025-07-01,Bihar,Purbi Champaran,845437,257,691,11,959,7,2025,-1
2025-07-01,Assam,Nagaon,782124,796,276,20,1092,7,2025,-1
2025-07-01,Goa,North Goa,403001,21,10,11,42,7,2025,-1
2025-07-01,Karnataka,Vijayapura,586101,363,77,10,450,7,2025,-1
2025-07-01,Uttar Pradesh,Varanasi,221005,119,237,22,378,7,2025,-1
2025-07-01,Rajasthan,Sikar,332001,461,178,11,650,7,2025,-1
2025-07-01,Madhya Pradesh,Bhind,477660,275,216,21,512,7,2025,-1
2025-07-01,Bihar,Pashchim Champaran,845307,210,474,44,728,7,2025,-1
2025-07-01,Gujarat,Bhavnagar,364290,305,56,35,396,7,2025,-1
2025-07-01,Delhi,North West Delhi,110085,486,141,30,657,7,2025,-1
2025-07-01,Bihar,Begusarai,848203,377,372,13,762,7,2025,-1
2025-07-01,Assam,Kamrup,781354,305,110,21,436,7,2025,-1
2025-07-01,Meghalaya,East Khasi Hills,793022,15,111,60,186,7,2025,-1
